1,10,7,7,7,7,8,8,8,7,9,10,7,6,1,3,8,10,7,7,8,7,6,1,8,4,6,8,7,9,3,10,8,10,10,9,8,8,7,1,4,10,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,8,4,4,1,2,5,7,1,10,3,3,9,6,7,3,1,7,2,6,7,4,1,1,1,8,1,4,7,7,4,1,1,2,4,1,4,5,3,3,8,10,2,10,8,3,10,7,3,1,2,9,7,10,9,4
