1,2
10,8
7,4
7,4
7,1
7,2
8,5
8,7
8,1
7,10
9,3
10,3
7,9
6,6
1,7
3,3
8,1
10,7
7,2
7,6
8,7
7,4
6,1
1,1
8,1
4,8
6,1
8,4
7,7
9,7
3,4
10,1
8,1
10,2
10,4
9,1
8,4
8,5
7,3
1,3
4,8
10,10
10,2
8,10
-1,8
-1,3
-1,10
-1,7
-1,3
-1,1
-1,2
-1,9
-1,7
-1,10
-1,9
-1,4
